Date,dia,hora,Suma de sms,Suma de whatsapp_activo,Suma de whatsapp_inactivo,Suma de email,Target,Suma de purchase_intention,Suma de funnel_purchase,Suma de funnel_viewItem,Suma de funnel_checkout,Suma de funnel_cart
1/14/2025 0:00,1-Martes,17,11,0,0,11,1303.72914,415,6,265,11,75
1/14/2025 0:00,1-Martes,18,19,0,0,19,1184.351532,377,21,205,8,68
1/14/2025 0:00,1-Martes,19,9,0,0,9,942.4548,300,19,136,12,61
1/14/2025 0:00,1-Martes,20,7,0,0,7,788.520516,251,13,116,7,46
1/14/2025 0:00,1-Martes,21,19,0,0,19,1020.9927,325,16,168,6,58
1/14/2025 0:00,1-Martes,22,16,0,0,16,728.831712,232,24,113,6,33
1/14/2025 0:00,1-Martes,23,5,0,0,5,493.218012,157,3,75,3,30
1/13/2025 0:00,0-Lunes,00,5,0,0,5,364.415856,116,8,54,3,20
1/13/2025 0:00,0-Lunes,01,30,0,0,30,131.943672,42,1,25,0,5
1/13/2025 0:00,0-Lunes,02,5,0,0,5,84.820932,27,1,14,1,4
1/13/2025 0:00,0-Lunes,03,4,0,0,4,91.103964,29,2,17,0,5
1/13/2025 0:00,0-Lunes,04,5,0,0,5,84.820932,27,0,11,2,3
1/13/2025 0:00,0-Lunes,05,4,0,0,4,160.217316,51,2,21,0,9
1/13/2025 0:00,0-Lunes,06,6,0,0,6,241.896732,77,2,34,2,15
1/13/2025 0:00,0-Lunes,07,19,0,0,19,373.840404,119,4,46,3,23
1/13/2025 0:00,0-Lunes,08,33,0,0,33,502.64256,160,7,74,3,26
1/13/2025 0:00,0-Lunes,09,12,0,0,12,490.076496,156,7,65,3,31
